id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
92713,77336,The Legend of Zelda: A Link to the Past & Four Swords,"In A Link to the Past
The intro to A Link to the Past reveals the back story of the game, showing that series antagonist Ganon was sealed away after his bid for the Triforce. However, the seal has grown weak, and a wizard named Agahnim has taken over the throne of Hyrule, and is kidnapping the seven descendants of the Sages who sealed away Ganon, which includes Princess Zelda. The game opens with series protagonist Link receiving a message from Zelda, telling him to come save her. Following his Uncle, he finds him near death, and is tasked by his Uncle to find and rescue Zelda, giving him his sword and shield before dying. After Link reaches the dungeons, he frees Zelda from her cage, and takes her through a hidden sewer into a Sanctuary, where she remains hidden. The man in the Sanctuary tells Link of Agahnim's plan to break the seal the Sages placed, requiring Link to obtain the Master Sword. Link travels across Hyrule, aided by a man named Sahasrahla, collecting three pendants from the three dungeons, using them to unseal the Master Sword in the Lost Woods. Link returns to Hyrule Castle with the Master Sword after Zelda is kidnapped. When he meets Agahnim, he finds that he is too late, as Agahnim teleports her away.

After battling and defeating Agahnim, he takes Link into the Sacred Realm, which has been corrupted and transformed into the Dark World by Ganon. He is tasked with rescuing the seven Maidens who have been sealed away in crystals, as well as finding magical items called the Silver Arrows. Link eventually rescues Zelda, and uses the Maidens' power to break into Ganon's Tower. After fighting and defeating Agahnim for the second time, Ganon flies from Agahnim's corpse into the Pyramid of Power. Link follows, doing battle with him. He eventually defeats Ganon, and finds the Triforce. After the Triforce speaks to Link, Link uses it to wish for Hyrule to return to normal. Afterward, he returns the Master Sword to where he found it. If the player has completed Four Swords, they may find an alternate ending by beating a secret dungeon. This dungeon features four Dark Links, in reference to the four Links in the Four Swords game. After defeating them, an ending showing the inhabitants of the Dark World and the various bosses is shown.

In Four Swords
Taking place before the events of Ocarina of Time, the prologue shows Link and Zelda approaching a sword in a pedestal, called the Four Sword. After Zelda explains its history and the creature sealed within it, the creature named Vaati breaks free, capturing Zelda to marry her. Link is encountered by three fairies who instruct Link to pull the Four Sword out. Link pulls the Four Sword out, inadvertently creating three copies of himself that fight alongside him. As the game begins, the four Links are tasked with finding four Great Fairies, who together will grant them access to Vaati's palace. After finding the four Great Fairies and entering the palace the Links battle Vaati. After Vaati is thoroughly weakened, he is trapped in the Four Sword. Zelda and Link return the Four Sword back in its pedestal.",2002-12-02 00:00:00.000,6,NULL,100.0000,1,86.1113,15
95070,115284,The Legend of Zelda: Link's Awakening,"Link has washed ashore on a mysterious island with strange and colorful inhabitants. To escape the island, Link must collect magical instruments across the land and awaken the Wind Fish. Explore a reimagined Koholint Island that’s been faithfully rebuilt in a brand-new art style that will entice fans and newcomers alike. Battle enemies as you conquer numerous dungeons and uncover the hidden secrets of the island. Encounter Super Mario enemies like Goombas, Piranha Plants, and more, and interact with unique locals who help Link on his adventure. As you clear dungeons throughout the main story, earn dungeon rooms (Chambers), then arrange them into custom layouts in the all-new Chamber Dungeon. Place your dungeon entrance, Nightmare room, and everything in between as you try to fulfill objectives and play through a new dungeon. Tap compatible amiibo figures to earn more Chambers and and additional Chambers throughout the game in updated mini-games, such as the river rapids, trendy game, and fishing.",2019-09-20 00:00:00.000,33,13,86.6429,16,83.8661,132
95322,191440,The Legend of Zelda: Twilight Princess,NULL,2017-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98984,136280,Classic NES Series: Zelda II - The Adventure of Link,NULL,2004-08-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100307,152362,Zelda,"As the eight dragons cannot live in peace with humans, they decide to take over the world. Eventually, they kidnap Princess Zelda and lock her in a dungeon which can only be opened with the Triforce. Each of the dragons is located in their own labyrinth, and each guards a different fragment of the Triforce. Link sets out to destroy all eight dragons and reassemble the Triforce to free Zelda from the dragons' dungeon. Once Link defeats the last dragon, he reassembles the Triforce and frees Zelda from her prison.",1989-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100550,50598,The Legend Of Zelda: Breath of the Wild - Limited Edition,NULL,2017-03-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100660,142889,Paper Zelda RPG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101079,91680,The Legend of Zelda: Tetra's Trackers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102230,141589,The Legend of Zelda: Majora's Mask 3D - Special Edition,NULL,2015-02-13 00:00:00.000,1,1,NULL,NULL,NULL,NULL
105569,45133,The Legend of Zelda: The Wind Waker HD Bundle Limited Edition,NULL,2013-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
108291,136899,The Legend of Zelda: Link's Awakening - Artbook Set,NULL,2019-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109649,136334,The Legend of Zelda: Link's Awakening - Dreamer Edition,NULL,2019-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109668,134231,The Legend of Zelda: Link's Awakening - Limited Edition,NULL,2019-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111728,28864,Zelda Mobile,NULL,2010-05-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113453,163216,The Legend of Zelda: Triforce of the Gods,NULL,2004-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119080,1026,The Legend of Zelda: A Link to the Past,"The plot of A Link to the Past focuses on Link as he travels on a journey to save Hyrule, defeat Ganon and rescue the seven descendants of the Sages. A Link to the Past uses a 3/4 top-down perspective similar to that of the original The Legend of Zelda, dropping the side scrolling elements of Zelda II: The Adventure of Link. A Link to the Past introduced elements to the series that are still commonplace today, such as the concept of an alternate or parallel world, the Master Sword and other new weapons and items.",1991-11-21 00:00:00.000,449,NULL,100.0000,1,92.4196,1108
119483,1033,The Legend of Zelda: The Wind Waker,NULL,2002-12-13 00:00:00.000,280,NULL,90.0000,1,87.9759,697
119611,2909,The Legend of Zelda: A Link Between Worlds,"The events of A Link Between Worlds take place six generations after the events of A Link to the Past. The legend of the legendary hero's battles against Ganon has been passed down from generation to generation, and peace has ruled for decades. The game's incarnation of Link is an apprentice blacksmith to Hyrule's greatest Blacksmith.

Beset by a nightmare of the sacred Triforce being destroyed and facing a gargantuan evil creature, Link is awakened from his sleep by Gulley, the Blacksmith's son. Link rushes over to the smithery, where the Captain of Hyrule's knights has stopped by to retrieve his sword and shield. After Link is scolded for being late, the Blacksmith's Wife notices that the Captain forgot to bring his sword along with him when he left. Link is tasked with traveling to Hyrule Castle to return it to its rightful owner. Once Link arrives at the castle however, he is told that the Captain went to the Sanctuary. Upon his arrival there, however, the villain Yuga appears, and turns both Seres and the Captain into paintings with his wicked magic. Link lunges at Yuga, but Yuga is able to use his magic to turn himself into a wall painting, causing Link to crash straight into the wall. Yuga then returns to his original form, kicking Link to the floor in the process. As Yuga leaves with Seres in tow, the Priest says to warn Princess Zelda of this before Link passes out.",2013-11-22 00:00:00.000,210,6,92.3333,17,88.2223,484
127840,176087,The Legend of Zelda: Ocarina of Time + The Legend of Zelda: Ocarina of Time - Master Quest - Two-game Bonus Disc!,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127907,45142,The Legend of Zelda: Ocarina of Time - Master Quest,NULL,2003-02-28 00:00:00.000,5,NULL,NULL,NULL,89.9568,17
135495,89904,The Legend of Zelda Ocarina of Time 3D: First Edition,NULL,2011-06-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140819,1029,The Legend of Zelda: Ocarina of Time,NULL,1998-11-21 00:00:00.000,627,2,NULL,NULL,91.9234,1362
141585,1030,The Legend of Zelda: Majora's Mask,NULL,2000-04-27 00:00:00.000,189,NULL,90.0000,0,87.2750,552
145765,18017,The Legend of Zelda: Twilight Princess HD,NULL,2016-03-04 00:00:00.000,32,3,85.7500,14,84.3711,69
147691,45137,The Legend of Zelda: Breath of the Wild - Master Edition,NULL,NULL,1,1,NULL,NULL,NULL,NULL
149468,8533,Zelda: The Wand of Gamelon,"King Harkinian announces his plan to aid Duke Onkled of Gamelon, who is under attack by Ganon, and orders Zelda to send Link for backup if she does not hear from him within a month. A month passes without word from the King, so Zelda sends Link to find him. Unfortunately, he too goes missing, so Zelda ventures off to Gamelon to find both Link and the King, accompanied by her elderly nursemaid Impa.

During Zelda's time in Gamelon, Impa discovers that King Harkinian has been captured, and that Link has engaged in a battle, the outcome of which is unclear. As she adventures across the island, Zelda defeats many of Ganon's minions and frees a woman named Lady Alma, who gives Zelda a canteen that she claims Link gave her in exchange for a kiss. On reaching Duke Onkled's palace, it is revealed that the Duke has betrayed the King and is working for Ganon. Zelda storms the palace, kills Ganon's henchmen, and saves a prisoner named Lord Kiro (sometimes known as Fari) who used to work for King Harkinian. Kiro reveals the secret entrance to Onkled's chamber, and when they confront him he reveals the entrance to Reesong Palace, where Ganon has taken residence.

Zelda travels to the Shrine of Gamelon to obtain the Wand needed to defeat Ganon, then makes her way to Reesong Palace where she fights him. After incapacitating Ganon with the Wand, she rescues her father. Back at Hyrule Castle, Duke Onkled is turned over to the king, begging for mercy. He is arrested and the King orders him to scrub all the floors in Hyrule as punishment. Although Link's whereabouts are still unknown, a comment by Lady Alma prompts Zelda to throw her mirror against the wall, and as it smashes, Link magically materializes, seemingly having been trapped in the mirror. They begin laughing, as all is well once again.",1993-10-10 00:00:00.000,2,NULL,NULL,NULL,39.8390,6
149535,136841,The Legend of Zelda: Breath of the Wild - Collector's Edition,NULL,2017-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154107,119388,The Legend of Zelda: Breath of the Wild 2,NULL,2023-03-31 00:00:00.000,1,48,NULL,NULL,NULL,NULL
155452,172690,The Legend of Zelda: Picross,"The insane desire of Ganon for the Triforce changes the kingdom into picross grids. The weird curse changes the landscape, slicing the Kingdom in squares. Faced with the squared land, Link storms out to defeat Ganon and to save his princess.",2017-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161622,116419,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,"In the Kingdom of Hyrule, a mysterious man named Octavo uses a magical Lute to put Hyrule's king, as well as Link and Zelda, to sleep, before using the Triforce of Power to turn his Lute into a Golden Lute. In this time of need, Cadence is mysteriously transported to Hyrule by the Triforce and manages to wake up Link and Zelda. While Cadence goes off to try to find a way home, Link and Zelda travel across Hyrule to find and defeat Octavo's four champions, who each possess enchanted instruments containing musical power. After Link and Zelda, soon rejoined by Cadence, obtain the instruments and enter Hyrule Castle, Octavo reveals that he and his champions were meant to be used to battle against Ganon, who will take over Hyrule in the future. Finding himself defeated, Octavo opens a portal into the future, where Link, Zelda, and Cadence confront Ganon and combine their forces to defeat him. With help from the Golden Lute, Link and Zelda use the power of the Triforce to try and send Cadence back to her own world.",2019-06-13 00:00:00.000,4,2,81.8571,9,74.1037,34
162361,58782,My Nintendo Picross: The Legend of Zelda Twilight Princess,NULL,2016-03-31 00:00:00.000,NULL,NULL,60.0000,1,70.0075,8
163628,18066,Classic NES Series: The Legend of Zelda,NULL,2004-02-14 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
164496,134500,BS Zelda no Densetsu Map 2,"At the beginning of the game, the character automatically walks into a cave, where the Old Man gives him or her the Wooden Sword. The character must complete all eight dungeons and obtain the eight pieces of the Triforce. Two of the pieces are available in each week.",1995-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164972,8534,Zelda's Adventure,NULL,1994-06-05 00:00:00.000,2,NULL,NULL,NULL,10.0675,6
165441,1032,The Legend of Zelda: Oracle of Seasons,"The land of Holodrum is slowly withering. Onox, the General of Darkness, has imprisoned the Oracle of Seasons and is draining the very life out of the land. With the seasons in tumult and the forces of evil running rampant, the world looks for a hero... and finds Link. His quest won't be easy - he'll have to master the seasons themselves if he's to turn back the evil tide.",2001-02-27 00:00:00.000,37,NULL,93.0000,2,82.5434,118
166093,1028,The Legend of Zelda: Link's Awakening,"After the events of A Link to the Past, the hero Link travels by ship to other countries to train for further threats. A storm destroys his boat at sea, and he washes ashore on Koholint Island where he is taken to the house of Tarin by his daughter Marin. She is fascinated by Link and the outside world, and tells Link wishfully that, if she were a seagull, she would leave and travel across the sea. After Link recovers his sword, a mysterious owl tells him that he must wake the Wind Fish, Koholint's guardian, in order to return home. The Wind Fish lies dreaming in a giant egg on top of Mt. Tamaranch, and can only be awakened by the eight Instruments of the Sirens.

Link proceeds to explore a series of dungeons in order to recover the eight instruments. During his search for the sixth instrument, Link goes to the Ancient Ruins. There he finds a mural that details the reality of the island: that it is merely a dream world created by the Wind Fish. After this revelation, the owl tells Link that this is only a rumor, and only the Wind Fish knows for certain whether it is true. Throughout Koholint Island, nightmare creatures attempt to obstruct Link's quest for the instruments, as they wish to rule the Wind Fish's dreamworld.

After collecting all eight instruments from the eight dungeons across Koholint, Link climbs to the top of Mt. Tamaranch and plays the Ballad of the Wind Fish. This breaks open the egg in which the Wind Fish sleeps; Link enters and confronts the last evil being, a Nightmare that takes the form of Ganon and other enemies from Link's past.[24] Its final transformation is ""DethI"", a cyclopean, dual-tentacled Shadow. After Link defeats DethI, the owl reveals itself to be the Wind Fish's spirit, and the Wind Fish confirms that Koholint is all his dream. When Link plays the Ballad of the Wind Fish again, he and the Wind Fish awaken; Koholint Island and all its inhabitants slowly disappear. Link finds himself lying on his ship's driftwood in the middle of the ocean, with the Wind Fish flying overhead. If the player did not lose any lives during the game, Marin is shown flying after the ending credits finish.",1993-06-06 00:00:00.000,66,NULL,80.0000,0,85.9132,156
166377,534,The Legend of Zelda: Skyward Sword,"The game's storyline is the earliest in Zelda continuity, preceding The Legend of Zelda: The Minish Cap. Skyward Sword follows an incarnation of the series protagonist Link who was raised in a society above the clouds known as Skyloft. After his closest childhood friend, Zelda, is swept into the land below the clouds by demonic forces, Link does whatever it takes to save her, traveling between Skyloft and the surface below while battling the dark forces of the self-proclaimed ""Demon Lord"", Ghirahim.",2011-11-18 00:00:00.000,115,NULL,92.7143,10,82.0815,279
170651,1034,The Legend of Zelda: Four Swords Adventures,NULL,2004-03-18 00:00:00.000,18,NULL,85.0000,3,67.5293,43
170661,1027,The Legend of Zelda: Link's Awakening DX,"The island's inhabitants have no knowledge of the outside world. One creature, a talking owl, may know the solution to Link's dilemma. Link must first tackle eight dungeons full of treacherous monsters and tricky traps. His goal: find the eight Instruments of the Sirens and awaken the omnipotent Wind Fish which rules the island.",1998-12-01 00:00:00.000,45,NULL,NULL,NULL,87.9228,129
171521,172501,The Legend of Zelda Game Watch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171650,134014,The Legend of Zelda: Twilight Princess,"Link, a young man from a small farming village, finds Hyrule is being consumed by an otherworldly twilight. Guided by a strange pixie named Midna, he endeavors to return light to the land and confront the usurper king Zant.",2006-11-19 00:00:00.000,NULL,NULL,97.5000,2,NULL,NULL
171891,8593,The Legend of Zelda: Majora's Mask 3D,NULL,2015-02-12 00:00:00.000,53,1,91.1538,14,91.2898,112
172623,7346,The Legend of Zelda: Breath of the Wild,Link awakes in a mysterious chamber after 100 years of slumber to find that Calamity Ganon has taken over Hyrule Castle and left Hyrule to decay and be taken over by nature.,2017-03-03 00:00:00.000,691,142,97.5926,31,92.0993,1568
173263,1035,The Legend of Zelda: The Minish Cap,NULL,2004-11-04 00:00:00.000,89,NULL,90.0000,1,84.0738,281
